build_bytes, build_time_ms, checked_result, gpu_resident_bytes, i_build_key_uniformity, i_hit_rate, i_key_size, i_log_build_size, i_log_num_batches, i_log_probe_size, i_probe_zipf_coefficient, i_runs, i_sort_insert, i_sort_probe,       i_type, i_value_size, probe_time_ms, sort_time_ms
  874677808,        41.947,              1,          324562480,                  1.000,      1.000,         64,               23,                 0,               27,                    0.000,      5,             0,            0,    rtx_index,           32,       187.635,        0.000
  874677808,        44.650,              1,          324562480,                  1.000,      1.000,         64,               23,                 0,               27,                    0.000,      5,             0,            1,    rtx_index,           32,        27.999,       37.212
  868831024,        41.191,              1,          318715696,                  1.000,      1.000,         64,               23,                 0,               27,                    0.000,      5,             1,            0,    rtx_index,           32,       187.349,        0.000
  868831024,        43.995,              1,          318715696,                  1.000,      1.000,         64,               23,                 0,               27,                    0.000,      5,             1,            1,    rtx_index,           32,        26.203,       37.183
 1763455920,        84.668,              1,          663229104,                  1.000,      1.000,         64,               24,                 0,               27,                    0.000,      5,             0,            0,    rtx_index,           32,       208.471,        0.000
 1763455920,        87.562,              1,          663229104,                  1.000,      1.000,         64,               24,                 0,               27,                    0.000,      5,             0,            1,    rtx_index,           32,        34.265,       38.053
 1745689008,        82.876,              1,          645462192,                  1.000,      1.000,         64,               24,                 0,               27,                    0.000,      5,             1,            0,    rtx_index,           32,       208.369,        0.000
 1745689008,        85.757,              1,          645462192,                  1.000,      1.000,         64,               24,                 0,               27,                    0.000,      5,             1,            1,    rtx_index,           32,        31.452,       38.001
 3532439216,       171.283,              1,         1331989296,                  1.000,      1.000,         64,               25,                 0,               27,                    0.000,      5,             0,            0,    rtx_index,           32,       230.436,        0.000
 3532439216,       174.802,              1,         1331989296,                  1.000,      1.000,         64,               25,                 0,               27,                    0.000,      5,             0,            1,    rtx_index,           32,        49.148,       39.023
 3510745904,       168.882,              1,         1310295984,                  1.000,      1.000,         64,               25,                 0,               27,                    0.000,      5,             1,            0,    rtx_index,           32,       230.919,        0.000
 3510745904,       172.242,              1,         1310295984,                  1.000,      1.000,         64,               25,                 0,               27,                    0.000,      5,             1,            1,    rtx_index,           32,        41.078,       39.028
 6915277744,       336.470,              1,         2514382000,                  1.000,      1.000,         64,               26,                 0,               12,                    0.000,      5,             0,            0,    rtx_index,           32,         0.036,        0.000
 6915277744,       336.498,              1,         2514382000,                  1.000,      1.000,         64,               26,                 0,               12,                    0.000,      5,             0,            1,    rtx_index,           32,         0.034,        0.060
 6891442480,       331.391,              1,         2490546736,                  1.000,      1.000,         64,               26,                 0,               12,                    0.000,      5,             1,            0,    rtx_index,           32,         0.036,        0.000
 6891442480,       332.545,              1,         2490546736,                  1.000,      1.000,         64,               26,                 0,               12,                    0.000,      5,             1,            1,    rtx_index,           32,         0.035,        0.060
 6915277744,       338.813,              1,         2514382000,                  1.000,      1.000,         64,               26,                 0,               24,                    0.000,      5,             0,            0,    rtx_index,           32,        36.111,        0.000
 6915277744,       338.951,              1,         2514382000,                  1.000,      1.000,         64,               26,                 0,               24,                    0.000,      5,             0,            1,    rtx_index,           32,        23.313,        4.964
 6891442480,       334.505,              1,         2490546736,                  1.000,      1.000,         64,               26,                 0,               24,                    0.000,      5,             1,            0,    rtx_index,           32,        36.087,        0.000
 6891442480,       334.481,              1,         2490546736,                  1.000,      1.000,         64,               26,                 0,               24,                    0.000,      5,             1,            1,    rtx_index,           32,        17.842,        4.964
 6915277744,       334.324,              1,         2514382000,                  1.000,      1.000,         64,               26,                 0,               25,                    0.000,      5,             0,            0,    rtx_index,           32,        71.984,        0.000
 6915277744,       333.976,              1,         2514382000,                  1.000,      1.000,         64,               26,                 0,               25,                    0.000,      5,             0,            1,    rtx_index,           32,        41.527,        9.818
 6891442480,       330.815,              1,         2490546736,                  1.000,      1.000,         64,               26,                 0,               25,                    0.000,      5,             1,            0,    rtx_index,           32,        71.986,        0.000
 6891442480,       330.470,              1,         2490546736,                  1.000,      1.000,         64,               26,                 0,               25,                    0.000,      5,             1,            1,    rtx_index,           32,        31.642,        9.822
 6915277744,       332.051,              1,         2514382000,                  1.000,      1.000,         64,               26,                 0,               26,                    0.000,      5,             0,            0,    rtx_index,           32,       131.098,        0.000
 6915277744,       332.222,              1,         2514382000,                  1.000,      1.000,         64,               26,                 0,               26,                    0.000,      5,             0,            1,    rtx_index,           32,        64.156,       19.533
 6891442480,       328.321,              1,         2490546736,                  1.000,      1.000,         64,               26,                 0,               26,                    0.000,      5,             1,            0,    rtx_index,           32,       130.894,        0.000
 6891442480,       328.956,              1,         2490546736,                  1.000,      1.000,         64,               26,                 0,               26,                    0.000,      5,             1,            1,    rtx_index,           32,        50.924,       19.533
 6915277744,       331.401,              1,         2514382000,                  1.000,      1.000,         64,               26,                 0,               27,                    0.000,      5,             0,            0,    rtx_index,           32,       248.494,        0.000
 6915277744,       332.382,              1,         2514382000,                  1.000,      1.000,         64,               26,                 0,               27,                    0.000,      5,             0,            1,    rtx_index,           32,        78.111,       38.950
 6891442480,       327.808,              1,         2490546736,                  1.000,      1.000,         64,               26,                 0,               27,                    0.000,      5,             1,            0,    rtx_index,           32,       248.327,        0.000
 6891442480,       328.523,              1,         2490546736,                  1.000,      1.000,         64,               26,                 0,               27,                    0.000,      5,             1,            1,    rtx_index,           32,        60.401,       38.938
  237948415,         3.434,              1,          100663296,                  1.000,      1.000,         64,               23,                 0,               27,                    0.000,      5,             0,            0, sorted_array,           32,       421.957,        0.000
  237948415,         3.796,              1,          100663296,                  1.000,      1.000,         64,               23,                 0,               27,                    0.000,      5,             0,            1, sorted_array,           32,        10.220,       38.415
  237948415,         3.438,              1,          100663296,                  1.000,      1.000,         64,               23,                 0,               27,                    0.000,      5,             1,            0, sorted_array,           32,       421.810,        0.000
  237948415,         3.779,              1,          100663296,                  1.000,      1.000,         64,               23,                 0,               27,                    0.000,      5,             1,            1, sorted_array,           32,         9.560,       38.936
  475879935,         6.743,              1,          201326592,                  1.000,      1.000,         64,               24,                 0,               27,                    0.000,      5,             0,            0, sorted_array,           32,       491.705,        0.000
  475879935,         7.457,              1,          201326592,                  1.000,      1.000,         64,               24,                 0,               27,                    0.000,      5,             0,            1, sorted_array,           32,        11.892,       38.384
  475879935,         6.766,              1,          201326592,                  1.000,      1.000,         64,               24,                 0,               27,                    0.000,      5,             1,            0, sorted_array,           32,       491.819,        0.000
  475879935,         7.465,              1,          201326592,                  1.000,      1.000,         64,               24,                 0,               27,                    0.000,      5,             1,            1, sorted_array,           32,        10.161,       38.390
  951742975,        13.371,              1,          402653184,                  1.000,      1.000,         64,               25,                 0,               27,                    0.000,      5,             0,            0, sorted_array,           32,       551.515,        0.000
  951742975,        14.822,              1,          402653184,                  1.000,      1.000,         64,               25,                 0,               27,                    0.000,      5,             0,            1, sorted_array,           32,        15.969,       38.500
  951742975,        13.374,              1,          402653184,                  1.000,      1.000,         64,               25,                 0,               27,                    0.000,      5,             1,            0, sorted_array,           32,       550.635,        0.000
  951742975,        15.054,              1,          402653184,                  1.000,      1.000,         64,               25,                 0,               27,                    0.000,      5,             1,            1, sorted_array,           32,        10.828,       38.497
 1903469055,        30.822,              1,          805306368,                  1.000,      1.000,         64,               26,                 0,               12,                    0.000,      5,             0,            0, sorted_array,           32,         0.043,        0.000
 1903469055,        32.486,              1,          805306368,                  1.000,      1.000,         64,               26,                 0,               12,                    0.000,      5,             0,            1, sorted_array,           32,         0.040,        0.075
 1903469055,        31.312,              1,          805306368,                  1.000,      1.000,         64,               26,                 0,               12,                    0.000,      5,             1,            0, sorted_array,           32,         0.044,        0.000
 1903469055,        29.828,              1,          805306368,                  1.000,      1.000,         64,               26,                 0,               12,                    0.000,      5,             1,            1, sorted_array,           32,         0.039,        0.071
 1903469055,        28.275,              1,          805306368,                  1.000,      1.000,         64,               26,                 0,               24,                    0.000,      5,             0,            0, sorted_array,           32,        78.361,        0.000
 1903469055,        27.129,              1,          805306368,                  1.000,      1.000,         64,               26,                 0,               24,                    0.000,      5,             0,            1, sorted_array,           32,         6.790,        4.960
 1903469055,        28.496,              1,          805306368,                  1.000,      1.000,         64,               26,                 0,               24,                    0.000,      5,             1,            0, sorted_array,           32,        78.731,        0.000
 1903469055,        29.247,              1,          805306368,                  1.000,      1.000,         64,               26,                 0,               24,                    0.000,      5,             1,            1, sorted_array,           32,         2.800,        5.361
 1903469055,        26.910,              1,          805306368,                  1.000,      1.000,         64,               26,                 0,               25,                    0.000,      5,             0,            0, sorted_array,           32,       154.739,        0.000
 1903469055,        28.920,              1,          805306368,                  1.000,      1.000,         64,               26,                 0,               25,                    0.000,      5,             0,            1, sorted_array,           32,        10.792,       10.604
 1903469055,        26.937,              1,          805306368,                  1.000,      1.000,         64,               26,                 0,               25,                    0.000,      5,             1,            0, sorted_array,           32,       154.479,        0.000
 1903469055,        27.620,              1,          805306368,                  1.000,      1.000,         64,               26,                 0,               25,                    0.000,      5,             1,            1, sorted_array,           32,         3.877,        9.820
 1903469055,        26.895,              1,          805306368,                  1.000,      1.000,         64,               26,                 0,               26,                    0.000,      5,             0,            0, sorted_array,           32,       305.631,        0.000
 1903469055,        29.331,              1,          805306368,                  1.000,      1.000,         64,               26,                 0,               26,                    0.000,      5,             0,            1, sorted_array,           32,        15.750,       19.422
 1903469055,        26.920,              1,          805306368,                  1.000,      1.000,         64,               26,                 0,               26,                    0.000,      5,             1,            0, sorted_array,           32,       305.435,        0.000
 1903469055,        28.778,              1,          805306368,                  1.000,      1.000,         64,               26,                 0,               26,                    0.000,      5,             1,            1, sorted_array,           32,         6.274,       19.419
 1903469055,        26.915,              1,          805306368,                  1.000,      1.000,         64,               26,                 0,               27,                    0.000,      5,             0,            0, sorted_array,           32,       605.326,        0.000
 1903469055,        29.576,              1,          805306368,                  1.000,      1.000,         64,               26,                 0,               27,                    0.000,      5,             0,            1, sorted_array,           32,        23.397,       38.464
 1903469055,        26.929,              1,          805306368,                  1.000,      1.000,         64,               26,                 0,               27,                    0.000,      5,             1,            0, sorted_array,           32,       605.607,        0.000
 1903469055,        29.559,              1,          805306368,                  1.000,      1.000,         64,               26,                 0,               27,                    0.000,      5,             1,            1, sorted_array,           32,        11.622,       38.510
