build_bytes, build_time_ms, checked_result, gpu_resident_bytes, i_key_range, i_key_size, i_log_build_size, i_log_key_range_factor, i_log_num_batches, i_log_probe_size, i_log_range_query_size, i_runs, i_sort_insert, i_sort_probe,       i_type, i_value_size, probe_time_ms, sort_time_ms
 3393079352,        93.586,              1,         1080599600,    33554432,         32,               25,                      0,                 0,               27,                      4,      5,             0,            1,    rtx_index,           32,       217.840,       14.745
 3393079352,        98.864,              1,         1192089904,   134217728,         32,               25,                      2,                 0,               27,                      4,      5,             0,            1,    rtx_index,           32,        71.937,       14.742
 3427567792,       100.254,              1,         1242448048,   536870912,         32,               25,                      4,                 0,               27,                      4,      5,             0,            1,    rtx_index,           32,        39.683,       14.745
 3438095152,       100.627,              1,         1252975408,  2147483648,         32,               25,                      6,                 0,               27,                      4,      5,             0,            1,    rtx_index,           32,        36.997,       14.771
 3393079352,        92.189,              1,         1080599600,    33554432,         32,               25,                      0,                 0,               27,                      6,      5,             0,            0,    rtx_index,           32,      3688.602,        0.000
 3393079352,        98.331,              1,         1192089904,   134217728,         32,               25,                      2,                 0,               27,                      6,      5,             0,            0,    rtx_index,           32,      1055.227,        0.000
 3427567792,        99.980,              1,         1242448048,   536870912,         32,               25,                      4,                 0,               27,                      6,      5,             0,            0,    rtx_index,           32,       394.807,        0.000
 3438095152,       100.010,              1,         1252975408,  2147483648,         32,               25,                      6,                 0,               27,                      6,      5,             0,            0,    rtx_index,           32,       196.490,        0.000
 3393079352,        93.489,              1,         1080599600,    33554432,         32,               25,                      0,                 0,               27,                      6,      5,             0,            1,    rtx_index,           32,       829.172,       14.755
 3393079352,        99.052,              1,         1192089904,   134217728,         32,               25,                      2,                 0,               27,                      6,      5,             0,            1,    rtx_index,           32,       225.321,       14.748
 3427567792,       100.569,              1,         1242448048,   536870912,         32,               25,                      4,                 0,               27,                      6,      5,             0,            1,    rtx_index,           32,        74.647,       14.762
 3438095152,       100.742,              1,         1252975408,  2147483648,         32,               25,                      6,                 0,               27,                      6,      5,             0,            1,    rtx_index,           32,        49.018,       14.774
 3393079352,        92.658,              1,         1080599600,    33554432,         32,               25,                      0,                 0,               27,                      8,      5,             0,            0,    rtx_index,           32,     14213.233,        0.000
 3393079352,        99.157,              1,         1192089904,   134217728,         32,               25,                      2,                 0,               27,                      8,      5,             0,            0,    rtx_index,           32,      3934.181,        0.000
 3427567792,       100.044,              1,         1242448048,   536870912,         32,               25,                      4,                 0,               27,                      8,      5,             0,            0,    rtx_index,           32,      1382.817,        0.000
 3438095152,       100.274,              1,         1252975408,  2147483648,         32,               25,                      6,                 0,               27,                      8,      5,             0,            0,    rtx_index,           32,       580.883,        0.000
 3393079352,        93.618,              1,         1080599600,    33554432,         32,               25,                      0,                 0,               27,                      8,      5,             0,            1,    rtx_index,           32,      3289.929,       14.749
 3393079352,        99.303,              1,         1192089904,   134217728,         32,               25,                      2,                 0,               27,                      8,      5,             0,            1,    rtx_index,           32,       849.672,       14.742
 3427567792,       100.495,              1,         1242448048,   536870912,         32,               25,                      4,                 0,               27,                      8,      5,             0,            1,    rtx_index,           32,       229.783,       14.744
 3438095152,       100.776,              1,         1252975408,  2147483648,         32,               25,                      6,                 0,               27,                      8,      5,             0,            1,    rtx_index,           32,        83.008,       14.778
 3393079352,        93.180,              1,         1080599600,    33554432,         32,               25,                      0,                 0,               27,                     10,      5,             0,            0,    rtx_index,           32,     56215.738,        0.000
 3393079352,        99.230,              1,         1192089904,   134217728,         32,               25,                      2,                 0,               27,                     10,      5,             0,            0,    rtx_index,           32,     15397.225,        0.000
 3427567792,       100.255,              1,         1242448048,   536870912,         32,               25,                      4,                 0,               27,                     10,      5,             0,            0,    rtx_index,           32,      5259.891,        0.000
 3438095152,       100.622,              1,         1252975408,  2147483648,         32,               25,                      6,                 0,               27,                     10,      5,             0,            0,    rtx_index,           32,      2102.076,        0.000
 3393079352,        93.816,              1,         1080599600,    33554432,         32,               25,                      0,                 0,               27,                     10,      5,             0,            1,    rtx_index,           32,     13223.743,       14.734
 3393079352,        99.322,              1,         1192089904,   134217728,         32,               25,                      2,                 0,               27,                     10,      5,             0,            1,    rtx_index,           32,      3344.904,       14.728
 3427567792,       100.703,              1,         1242448048,   536870912,         32,               25,                      4,                 0,               27,                     10,      5,             0,            1,    rtx_index,           32,       863.681,       14.735
 3438095152,       100.935,              1,         1252975408,  2147483648,         32,               25,                      6,                 0,               27,                     10,      5,             0,            1,    rtx_index,           32,       240.536,       14.765
  675355135,         3.756,              1,          268435456,    33554432,         32,               25,                      0,                 0,               12,                     10,      5,             0,            0, sorted_array,           32,         2.088,        0.000
  675355135,         3.881,              1,          268435456,   134217728,         32,               25,                      2,                 0,               12,                     10,      5,             0,            0, sorted_array,           32,         0.594,        0.000
  675355135,         3.880,              1,          268435456,   536870912,         32,               25,                      4,                 0,               12,                     10,      5,             0,            0, sorted_array,           32,         0.176,        0.000
  675355135,         3.881,              1,          268435456,  2147483648,         32,               25,                      6,                 0,               12,                     10,      5,             0,            0, sorted_array,           32,         0.067,        0.000
  675355135,         3.833,              1,          268435456,    33554432,         32,               25,                      0,                 0,               12,                     10,      5,             0,            1, sorted_array,           32,         1.946,        0.023
  675355135,         3.880,              1,          268435456,   134217728,         32,               25,                      2,                 0,               12,                     10,      5,             0,            1, sorted_array,           32,         0.530,        0.023
  675355135,         3.882,              1,          268435456,   536870912,         32,               25,                      4,                 0,               12,                     10,      5,             0,            1, sorted_array,           32,         0.157,        0.023
  675355135,         3.886,              1,          268435456,  2147483648,         32,               25,                      6,                 0,               12,                     10,      5,             0,            1, sorted_array,           32,         0.060,        0.023
  675355135,         3.672,              1,          268435456,    33554432,         32,               25,                      0,                 0,               27,                      0,      5,             0,            0, sorted_array,           32,       293.551,        0.000
  675355135,         3.678,              1,          268435456,   134217728,         32,               25,                      2,                 0,               27,                      0,      5,             0,            0, sorted_array,           32,       245.052,        0.000
  675355135,         3.682,              1,          268435456,   536870912,         32,               25,                      4,                 0,               27,                      0,      5,             0,            0, sorted_array,           32,       233.237,        0.000
  675355135,         3.681,              1,          268435456,  2147483648,         32,               25,                      6,                 0,               27,                      0,      5,             0,            0, sorted_array,           32,       229.530,        0.000
  675355135,         3.881,              1,          268435456,    33554432,         32,               25,                      0,                 0,               27,                      0,      5,             0,            1, sorted_array,           32,        11.516,       14.604
  675355135,         3.884,              1,          268435456,   134217728,         32,               25,                      2,                 0,               27,                      0,      5,             0,            1, sorted_array,           32,        10.804,       14.611
  675355135,         3.886,              1,          268435456,   536870912,         32,               25,                      4,                 0,               27,                      0,      5,             0,            1, sorted_array,           32,        10.220,       14.621
  675355135,         3.892,              1,          268435456,  2147483648,         32,               25,                      6,                 0,               27,                      0,      5,             0,            1, sorted_array,           32,        10.033,       14.629
  675355135,         3.674,              1,          268435456,    33554432,         32,               25,                      0,                 0,               27,                      2,      5,             0,            0, sorted_array,           32,       466.499,        0.000
  675355135,         3.679,              1,          268435456,   134217728,         32,               25,                      2,                 0,               27,                      2,      5,             0,            0, sorted_array,           32,       290.385,        0.000
  675355135,         3.679,              1,          268435456,   536870912,         32,               25,                      4,                 0,               27,                      2,      5,             0,            0, sorted_array,           32,       244.507,        0.000
  675355135,         3.679,              1,          268435456,  2147483648,         32,               25,                      6,                 0,               27,                      2,      5,             0,            0, sorted_array,           32,       232.717,        0.000
  675355135,         3.884,              1,          268435456,    33554432,         32,               25,                      0,                 0,               27,                      2,      5,             0,            1, sorted_array,           32,        12.222,       14.603
